Sampling_Date;Site;Sample;BorN;Substrate_ID;PrSub;Status;Frequency;ALength;Age;Substrate_Type;Position;Drill
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;empty_test;1;8;3;live_barnacle;secondary;1
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;empty_test;1;4;2;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;empty_test;1;7;3;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;empty_test;1;6;2;primary;primary;1
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;empty_test;1;1;0;primary;primary;0
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;empty_test;1;4;2;primary;primary;0
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;4;2;primary;primary;0
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;10;5;primary;primary;0
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;live_barnacle;2;7;3;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;8;3;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;5;2;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2154;Ciliatocardium_ciliatum_empty_shell;live_barnacle;1;6;4;primary;primary;1
14.07.2010;1;2010-1;6;2155;Hiatella_arctica_empty_shell;live_barnacle;1;8;3;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2155;Hiatella_arctica_empty_shell;live_barnacle;1;10;4;primary;primary;0
14.07.2010;1;2010-1;6;2156;Hiatella_arctica_empty_shell;empty_test;2;7;2;primary;primary;0
14.07.2010;1;2010-1;6;2156;Hiatella_arctica_empty_shell;empty_test;1;4;1;primary;primary;0
14.07.2010;1;2010-1;6;2156;Hiatella_arctica_empty_shell;empty_test;1;7;2;barnacle_empty_test;secondary;0
14.07.2010;1;2010-1;6;2157;Serripes_groenlandicus_empty_shell;live_barnacle;1;9;5;primary;primary;0
14.07.2010;1;2010-1;6;2158;Serripes_groenlandicus_empty_shell;empty_test;1;8;3;primary;primary;0
14.07.2010;1;2010-1;6;2158;Serripes_groenlandicus_empty_shell;live_barnacle;1;9;5;primary;primary;0
14.07.2010;1;2010-1;6;2158;Serripes_groenlandicus_empty_shell;live_barnacle;2;6;2;primary;primary;0
14.07.2010;1;2010-1;6;2158;Serripes_groenlandicus_empty_shell;live_barnacle;1;8;2;primary;primary;0
14.07.2010;1;2010-1;6;2158;Serripes_groenlandicus_empty_shell;live_barnacle;2;9;4;primary;primary;0
14.07.2010;1;2010-1;6;2158;Serripes_groenlandicus_empty_shell;live_barnacle;1;9;3;primary;primary;1
14.07.2010;1;2010-1;6;2158;Serripes_groenlandicus_empty_shell;live_barnacle;1;9;3;primary;primary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;empty_test;4;10;5;primary;primary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;empty_test;1;3;2;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;empty_test;1;3;2;live_barnacle;secondary;1
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;1;8;5;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;1;8;4;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;3;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;3;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;3;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;1;12;7;primary;primary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;1;9;5;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;1;8;5;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;2;7;5;primary;primary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;1;11;7;primary;primary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;1;9;5;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2159;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;3;live_barnacle;secondary;0
14.07.2010;1;2010-1;6;2160;Serripes_groenlandicus_empty_shell;empty_test;1;5;1;primary;primary;0
14.07.2010;1;2010-1;6;2160;Serripes_groenlandicus_empty_shell;empty_test;1;4;1;primary;primary;0
14.07.2010;1;2010-1;6;2160;Serripes_groenlandicus_empty_shell;empty_test;1;3;1;primary;primary;0
14.07.2010;1;2010-1;6;2160;Serripes_groenlandicus_empty_shell;empty_test;1;7;2;primary;primary;0
14.07.2010;1;2010-1;6;2160;Serripes_groenlandicus_empty_shell;empty_test;1;8;2;primary;primary;0
14.07.2010;1;2010-1;6;2160;Serripes_groenlandicus_empty_shell;empty_test;1;8;2;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;3;5;2;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;5;6;2;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;1;0;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;6;4;1;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;4;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;10;5;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;3;4;1;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;2;12;6;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;3;1;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;1;0;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;2;0;barnacle_empty_test;secondary;1
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;3;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;4;5;2;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;22;2;1;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;2;13;6;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;12;1;0;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;7;3;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;4;9;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;12;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;6;1;0;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;4;2;0;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;18;3;1;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;3;8;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;8;4;primary;primary;1
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;14;6;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;15;6;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;1;13;6;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;5;10;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;empty_test;7;4;1;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;13;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;5;1;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;2;0.6;0;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;4;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;3;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;5;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;13;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;12;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;7;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;11;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;13;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;11;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;13;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;12;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;5;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;7;2;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;11;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;4;1;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;7;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;5;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;11;5;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;5;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;1;0;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;4;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;1;0;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;1.2;0;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;5;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;4;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;4;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;5;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;12;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;14;6;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;11;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;11;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;13;6;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;13;6;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;11;6;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;5;2;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;2;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;2;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;3;7;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;5;10;4;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;5;2;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;12;5;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;2;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;5;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;12;6;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;11;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;3;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;3;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;3;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;3;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;8;2;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;2;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;6;2;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;12;5;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;13;6;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;11;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;7;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;10;4;primary;primary;0
21.07.2010;1;2010-2;3;2167;Neptunea_despecta_empty_shell;live_barnacle;1;9;4;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;3;2;0;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;4;1;0;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;8;3;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;7;3;barnacle_empty_test;secondary;1
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;8;5;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;8;4;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;5;2;live_barnacle;secondary;1
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;1;0;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;5;1;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;7;4;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;3;2;barnacle_empty_test;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;5;2;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;9;5;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;9;5;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;9;5;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;11;8;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;14;8;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;13;NA;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;14;NA;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;empty_test;1;14;8;primary;primary;1
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;5;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;5;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;2;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;9;4;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;5;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;1;0;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;5;2;live_barnacle;secondary;1
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;11;5;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;4;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;5;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;9;4;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;3;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;5;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;4;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;2;1;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;11;4;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;4;live_barnacle;secondary;1
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;5;live_barnacle;secondary;1
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;5;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;4;2;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;7;3;live_barnacle;secondary;1
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;9;5;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;5;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;8;5;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;0.6;0;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;6;3;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;1;0;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;10;5;live_barnacle;secondary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;5;2;live_barnacle;secondary;1
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;13;NA;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;15;8;primary;primary;0
21.07.2010;1;2010-2;3;2168;Serripes_groenlandicus_empty_shell;live_barnacle;1;16;8;primary;primary;0
