plotID;Plot;Park;year;graze;Aspect;AspectCat;heatloadrel;slope;nativecov;litt;bare;height;htstdev;cov;presence;Species 
MT6;6;MT;2006;1;278.9729919;N;0.95;48.08850098;8.21;6.428571429;13.92857143;11.16058394;9.068557166;0.812552212;1;HOLA
MT7;7;MT;2006;1;284.743988;N;0.46;49.11719894;2.5;10;8.214285714;16.546875;8.765411063;0.529732113;1;HOLA
MT8;8;MT;2006;1;262.875;S;1.49;60.46689987;1.79;6.428571429;14.28571429;14.84482759;7.907732537;0.532692784;0;HOLA
MT9;9;MT;2006;0;201.0379944;S;0.51;34.82099915;0;11.42857143;11.07142857;32.33613445;19.33131179;0.597823831;0;HOLA
MT10;10;MT;2006;0;228.0130005;S;0.31;33.63410187;0.36;1.785714286;0.357142857;44.22695035;20.4839201;0.463154704;0;HOLA
PR4;4;PR;2006;1;328;N;0.03;38;12.5;2.5;10.71428571;7.130434783;4.783967632;0.67092229;1;HOLA
PR5;5;PR;2006;1;136;S;2.06;31;2.5;6.071428571;13.57142857;5.7;3.808267132;0.668117041;1;HOLA
PR6;6;PR;2006;1;138;S;0.7;27;0;7.5;14.28571429;7.456521739;5.66348055;0.759533835;1;HOLA
PR7;7;PR;2006;1;141;S;1.22;40;0.71;1.071428571;1.071428571;14.29310345;9.292369232;0.650129572;1;HOLA
PR8;8;PR;2006;1;147;S;0.93;33;1.79;2.5;2.857142857;23.66891892;14.2520501;0.602141997;0;HOLA
PR9;9;PR;2006;1;210;S;1.1;18;0;4.642857143;2.142857143;16.21969697;11.34558756;0.699494422;0;HOLA
SU1;1;SU;2006;1;228.2299957;S;0.49;56.4815;13.21;10.71428571;5;13.16504854;8.743733989;0.664162685;1;HOLA
SU2;2;SU;2006;1;296.4400024;N;0.01;25.5469;25.36;2.5;17.5;11.12307692;9.11682607;0.819631666;1;HOLA
SU3;3;SU;2006;1;298.9339905;N;1.92;22.9953;15.71;8.571428571;5;9.485436893;5.80882371;0.612393902;1;HOLA
SU4;4;SU;2006;1;62.1026001;N;1.21;30;14.29;7.857142857;1.785714286;17.19708029;9.686132762;0.563242864;0;HOLA
SU5;5;SU;2006;1;117.6470032;S;1.98;2.96331;3.57;8.928571429;1.428571429;12.71578947;7.010119066;0.551292476;0;HOLA
SU6;6;SU;2006;1;83.50640106;N;0.32;30.9485;14.64;9.642857143;0.714285714;16.93129771;8.36953343;0.49432321;0;HOLA
SU7;7;SU;2006;0;167.2420044;S;2.02;13.5854;0.71;1.071428571;0.357142857;37.35031847;16.86935708;0.451652296;0;HOLA
SU8;8;SU;2006;0;175.3650055;S;1.04;9.28037;0;0.714285714;0;44.94630872;23.55952359;0.524170377;0;HOLA
SU9;9;SU;2006;0;249.5070038;S;2.01;26.42210007;0;3.571428571;0.714285714;35.856;17.35711437;0.484078379;0;HOLA
VC1;1;VC;2006;1;71;N;0.36;75;2.86;13.92857143;32.5;7;4.600053677;0.657150525;1;HOLA
VC2;2;VC;2006;1;187;S;1.86;43;11.79;6.785714286;14.64285714;9.521367521;6.674188948;0.700969575;0;HOLA
VC3;3;VC;2006;1;35;N;1.9;29;6.07;1.428571429;1.428571429;8.454545455;5.372402509;0.635445458;1;HOLA
VC4;4;VC;2006;0;158;S;0;26;0;2.857142857;0;23.20325203;10.44498417;0.450151735;0;HOLA
VC5;5;VC;2006;0;13;N;0.17;17;1.07;9.642857143;0.714285714;13.31578947;6.234002082;0.468166164;1;HOLA
VC6;6;VC;2006;0;348;N;0.86;24;0;0;0;28.74757282;11.3099977;0.393424439;1;HOLA
VC7;7;VC;2006;1;88;N;0.46;28;0;1.071428571;0.357142857;15.39189189;7.722618563;0.501732901;1;HOLA
VC8;8;VC;2006;1;348;N;0.86;29;4.64;11.42857143;1.071428571;8.814814815;4.96515637;0.563274042;0;HOLA
VC9;9;VC;2006;1;99;S;1.89;25;0.36;1.071428571;1.785714286;10.66981132;6.351185413;0.595248147;1;HOLA
VC10;10;VC;2006;0;304;N;0.84;36;12.5;15.71428571;0;16;8.555445761;0.53471536;0;HOLA
MT1;1;MT;2006;0;145.7839966;S;0.03;37.79050064;2.86;10.71428571;0.357142857;33.32835821;15.90184938;0.477126694;1;WEME
MT2;2;MT;2006;0;250.4629974;S;1.35;41.11719894;2.14;10.71428571;1.071428571;25.3902439;13.68715693;0.539071503;0;WEME
MT3;3;MT;2006;0;261.8699951;S;2.06;35.3553009;0;1.071428571;1.428571429;40.09340659;20.78346826;0.518376213;0;WEME
MT4;4;MT;2006;1;190.3049927;S;0.31;27.95079994;0.71;10.35714286;6.785714286;20.96527778;13.97821141;0.666731515;1;WEME
MT5;5;MT;2006;1;273.6520081;N;1.83;58.86959839;2.14;11.42857143;10;22.31496063;11.77547949;0.527694388;0;WEME
MT6;6;MT;2006;1;278.9729919;N;0.95;48.08850098;8.21;6.428571429;13.92857143;11.16058394;9.068557166;0.812552212;0;WEME
MT7;7;MT;2006;1;284.743988;N;0.46;49.11719894;2.5;10;8.214285714;16.546875;8.765411063;0.529732113;1;WEME
MT8;8;MT;2006;1;262.875;S;1.49;60.46689987;1.79;6.428571429;14.28571429;14.84482759;7.907732537;0.532692784;0;WEME
MT9;9;MT;2006;0;201.0379944;S;0.51;34.82099915;0;11.42857143;11.07142857;32.33613445;19.33131179;0.597823831;0;WEME
MT10;10;MT;2006;0;228.0130005;S;0.31;33.63410187;0.36;1.785714286;0.357142857;44.22695035;20.4839201;0.463154704;0;WEME
PR4;4;PR;2006;1;328;N;0.03;38;12.5;2.5;10.71428571;7.130434783;4.783967632;0.67092229;0;WEME
PR5;5;PR;2006;1;136;S;2.06;31;2.5;6.071428571;13.57142857;5.7;3.808267132;0.668117041;0;WEME
PR6;6;PR;2006;1;138;S;0.7;27;0;7.5;14.28571429;7.456521739;5.66348055;0.759533835;0;WEME
PR7;7;PR;2006;1;141;S;1.22;40;0.71;1.071428571;1.071428571;14.29310345;9.292369232;0.650129572;0;WEME
PR8;8;PR;2006;1;147;S;0.93;33;1.79;2.5;2.857142857;23.66891892;14.2520501;0.602141997;0;WEME
PR9;9;PR;2006;1;210;S;1.1;18;0;4.642857143;2.142857143;16.21969697;11.34558756;0.699494422;0;WEME
SU1;1;SU;2006;1;228.2299957;S;0.49;56.4815;13.21;10.71428571;5;13.16504854;8.743733989;0.664162685;0;WEME
SU2;2;SU;2006;1;296.4400024;N;0.01;25.5469;25.36;2.5;17.5;11.12307692;9.11682607;0.819631666;1;WEME
SU3;3;SU;2006;1;298.9339905;N;1.92;22.9953;15.71;8.571428571;5;9.485436893;5.80882371;0.612393902;1;WEME
SU4;4;SU;2006;1;62.1026001;N;1.21;30;14.29;7.857142857;1.785714286;17.19708029;9.686132762;0.563242864;0;WEME
SU5;5;SU;2006;1;117.6470032;S;1.98;2.96331;3.57;8.928571429;1.428571429;12.71578947;7.010119066;0.551292476;0;WEME
SU6;6;SU;2006;1;83.50640106;N;0.32;30.9485;14.64;9.642857143;0.714285714;16.93129771;8.36953343;0.49432321;1;WEME
SU7;7;SU;2006;0;167.2420044;S;2.02;13.5854;0.71;1.071428571;0.357142857;37.35031847;16.86935708;0.451652296;0;WEME
SU8;8;SU;2006;0;175.3650055;S;1.04;9.28037;0;0.714285714;0;44.94630872;23.55952359;0.524170377;0;WEME
SU9;9;SU;2006;0;249.5070038;S;2.01;26.42210007;0;3.571428571;0.714285714;35.856;17.35711437;0.484078379;0;WEME
VC1;1;VC;2006;1;71;N;0.36;75;2.86;13.92857143;32.5;7;4.600053677;0.657150525;0;WEME
VC2;2;VC;2006;1;187;S;1.86;43;11.79;6.785714286;14.64285714;9.521367521;6.674188948;0.700969575;0;WEME
VC3;3;VC;2006;1;35;N;1.9;29;6.07;1.428571429;1.428571429;8.454545455;5.372402509;0.635445458;1;WEME
VC4;4;VC;2006;0;158;S;0;26;0;2.857142857;0;23.20325203;10.44498417;0.450151735;1;WEME
VC5;5;VC;2006;0;13;N;0.17;17;1.07;9.642857143;0.714285714;13.31578947;6.234002082;0.468166164;1;WEME
VC6;6;VC;2006;0;348;N;0.86;24;0;0;0;28.74757282;11.3099977;0.393424439;1;WEME
VC7;7;VC;2006;1;88;N;0.46;28;0;1.071428571;0.357142857;15.39189189;7.722618563;0.501732901;1;WEME
VC8;8;VC;2006;1;348;N;0.86;29;4.64;11.42857143;1.071428571;8.814814815;4.96515637;0.563274042;1;WEME
VC9;9;VC;2006;1;99;S;1.89;25;0.36;1.071428571;1.785714286;10.66981132;6.351185413;0.595248147;1;WEME
VC10;10;VC;2006;0;304;N;0.84;36;12.5;15.71428571;0;16;8.555445761;0.53471536;1;WEME
MT1;1;MT;2007;0;145.7839966;S;0.03;37.79050064;0.36;19.64;0;23.43846154;12.46950006;0.532010176;1;GRSP
MT2;2;MT;2007;0;250.4629974;S;1.35;41.11719894;0.71;16.43;4.285714286;19.87962963;11.43017616;0.574969271;0;GRSP
MT3;3;MT;2007;0;261.8699951;S;2.06;35.3553009;3.21;17.86;0.714285714;24.32520325;12.22299361;0.502482692;0;GRSP
MT4;4;MT;2007;1;190.3049927;S;0.31;27.95079994;0;4.64;4.642857143;15.11111111;9.535575655;0.631030742;0;GRSP
MT5;5;MT;2007;1;273.6520081;N;1.83;58.86959839;0.71;3.21;6.785714286;21.18115942;10.39247026;0.490646902;0;GRSP
MT6;6;MT;2007;1;278.9729919;N;0.95;48.08850098;1.79;3.57;5.357142857;9.932692308;6.956542528;0.70036827;0;GRSP
MT7;7;MT;2007;1;284.743988;N;0.46;49.11719894;0.71;2.5;1.428571429;17.85950413;8.697035688;0.486969606;1;GRSP
MT8;8;MT;2007;1;262.875;S;1.49;60.46689987;1.07;5;12.5;12.47058824;8.222358449;0.659340064;0;GRSP
MT9;9;MT;2007;0;201.0379944;S;0.51;34.82099915;0;3.93;5.357142857;29.80898876;14.53903555;0.487739979;0;GRSP
MT10;10;MT;2007;0;228.0130005;S;0.31;33.63410187;3.21;33.21;0;21.6122449;13.27320582;0.614152111;1;GRSP
PR4;4;PR;2007;1;328;N;0.03;38;8.57;3.93;11.78571429;4.628571429;3.765485624;0.813530845;0;GRSP
PR5;5;PR;2007;1;136;S;2.06;31;0.71;7.14;2.5;4.3;2.889490014;0.671974422;0;GRSP
PR6;6;PR;2007;1;138;S;0.7;27;0.36;9.29;10.71428571;5.214285714;5.742075284;1.101219918;0;GRSP
PR7;7;PR;2007;1;141;S;1.22;40;0;2.14;2.142857143;13.8203125;12.16192173;0.880003381;0;GRSP
PR8;8;PR;2007;1;147;S;0.93;33;1.07;7.14;3.214285714;13.04132231;8.762987213;0.671940084;1;GRSP
PR9;9;PR;2007;1;210;S;1.1;18;0;8.57;9.642857143;12.10891089;12.93978438;1.068616699;0;GRSP
SU1;1;SU;2007;1;228.2299957;S;0.49;56.4815;3.57;8.93;5.714285714;11.73275862;8.116925696;0.691817326;0;GRSP
SU2;2;SU;2007;1;296.4400024;N;0.01;25.5469;22.5;5.36;7.857142857;10.04098361;7.998344396;0.796569809;1;GRSP
SU3;3;SU;2007;1;298.9339905;N;1.92;22.9953;12.14;10.71;3.214285714;10.53465347;7.334254368;0.696202717;1;GRSP
SU4;4;SU;2007;1;62.1026001;N;1.21;30;8.21;11.79;5.714285714;10.39285714;7.488558411;0.720548576;0;GRSP
SU5;5;SU;2007;1;117.6470032;S;1.98;2.96331;3.93;12.5;4.642857143;8.465909091;5.656750344;0.668179906;0;GRSP
SU6;6;SU;2007;1;83.50640106;N;0.32;30.9485;13.57;7.14;0.714285714;13.95364238;8.74020423;0.62637439;1;GRSP
SU7;7;SU;2007;0;167.2420044;S;2.02;13.5854;0;7.14;0;29.88888889;15.44778624;0.516840432;0;GRSP
SU8;8;SU;2007;0;175.3650055;S;1.04;9.28037;0;15;0;34.96428571;16.7729558;0.479716816;0;GRSP
SU9;9;SU;2007;0;249.5070038;S;2.01;26.42210007;0.36;14.29;0;28.16535433;14.38515757;0.51073945;0;GRSP
VC1;1;VC;2007;1;71;N;0.36;75;1.07;12.5;20.35714286;8.764705882;7.043255984;0.803592965;0;GRSP
VC2;2;VC;2007;1;187;S;1.86;43;5;10;30.71428571;7.052631579;7.166393304;1.016130394;0;GRSP
VC3;3;VC;2007;1;35;N;1.9;29;2.5;6.79;2.142857143;8.589473684;5.48982567;0.639134116;0;GRSP
VC4;4;VC;2007;0;158;S;0;26;0;34.29;0.357142857;18.67592593;15.82900963;0.847562241;1;GRSP
VC5;5;VC;2007;0;13;N;0.17;17;0;49.64;0;12.01492537;5.383736838;0.448087414;0;GRSP
VC6;6;VC;2007;0;348;N;0.86;24;0;47.86;0;14.29032258;6.626788894;0.463725634;0;GRSP
VC7;7;VC;2007;1;88;N;0.46;28;0;33.57;1.785714286;10.54098361;5.077971283;0.481736;0;GRSP
VC8;8;VC;2007;1;348;N;0.86;29;3.93;3.21;10.35714286;10.61607143;8.426946842;0.79379146;0;GRSP
VC9;9;VC;2007;1;99;S;1.89;25;0.71;3.21;5;7.166666667;4.806099411;0.670618522;0;GRSP
VC10;10;VC;2007;0;304;N;0.84;36;21.07;32.14;0.714285714;13.4893617;7.63937829;0.566326151;0;GRSP
MT1;1;MT;2007;0;145.7839966;S;0.03;37.79050064;0.36;19.64;0;23.43846154;12.46950006;0.532010176;0;HOLA
MT2;2;MT;2007;0;250.4629974;S;1.35;41.11719894;0.71;16.43;4.285714286;19.87962963;11.43017616;0.574969271;0;HOLA
MT3;3;MT;2007;0;261.8699951;S;2.06;35.3553009;3.21;17.86;0.714285714;24.32520325;12.22299361;0.502482692;0;HOLA
MT4;4;MT;2007;1;190.3049927;S;0.31;27.95079994;0;4.64;4.642857143;15.11111111;9.535575655;0.631030742;1;HOLA
MT5;5;MT;2007;1;273.6520081;N;1.83;58.86959839;0.71;3.21;6.785714286;21.18115942;10.39247026;0.490646902;1;HOLA
MT6;6;MT;2007;1;278.9729919;N;0.95;48.08850098;1.79;3.57;5.357142857;9.932692308;6.956542528;0.70036827;1;HOLA
MT7;7;MT;2007;1;284.743988;N;0.46;49.11719894;0.71;2.5;1.428571429;17.85950413;8.697035688;0.486969606;0;HOLA
MT8;8;MT;2007;1;262.875;S;1.49;60.46689987;1.07;5;12.5;12.47058824;8.222358449;0.659340064;0;HOLA
MT9;9;MT;2007;0;201.0379944;S;0.51;34.82099915;0;3.93;5.357142857;29.80898876;14.53903555;0.487739979;0;HOLA
MT10;10;MT;2007;0;228.0130005;S;0.31;33.63410187;3.21;33.21;0;21.6122449;13.27320582;0.614152111;0;HOLA
PR4;4;PR;2007;1;328;N;0.03;38;8.57;3.93;11.78571429;4.628571429;3.765485624;0.813530845;1;HOLA
PR5;5;PR;2007;1;136;S;2.06;31;0.71;7.14;2.5;4.3;2.889490014;0.671974422;1;HOLA
PR6;6;PR;2007;1;138;S;0.7;27;0.36;9.29;10.71428571;5.214285714;5.742075284;1.101219918;0;HOLA
PR7;7;PR;2007;1;141;S;1.22;40;0;2.14;2.142857143;13.8203125;12.16192173;0.880003381;0;HOLA
PR8;8;PR;2007;1;147;S;0.93;33;1.07;7.14;3.214285714;13.04132231;8.762987213;0.671940084;0;HOLA
PR9;9;PR;2007;1;210;S;1.1;18;0;8.57;9.642857143;12.10891089;12.93978438;1.068616699;1;HOLA
SU1;1;SU;2007;1;228.2299957;S;0.49;56.4815;3.57;8.93;5.714285714;11.73275862;8.116925696;0.691817326;0;HOLA
SU2;2;SU;2007;1;296.4400024;N;0.01;25.5469;22.5;5.36;7.857142857;10.04098361;7.998344396;0.796569809;1;HOLA
SU3;3;SU;2007;1;298.9339905;N;1.92;22.9953;12.14;10.71;3.214285714;10.53465347;7.334254368;0.696202717;1;HOLA
SU4;4;SU;2007;1;62.1026001;N;1.21;30;8.21;11.79;5.714285714;10.39285714;7.488558411;0.720548576;0;HOLA
SU5;5;SU;2007;1;117.6470032;S;1.98;2.96331;3.93;12.5;4.642857143;8.465909091;5.656750344;0.668179906;0;HOLA
SU6;6;SU;2007;1;83.50640106;N;0.32;30.9485;13.57;7.14;0.714285714;13.95364238;8.74020423;0.62637439;0;HOLA
SU7;7;SU;2007;0;167.2420044;S;2.02;13.5854;0;7.14;0;29.88888889;15.44778624;0.516840432;0;HOLA
SU8;8;SU;2007;0;175.3650055;S;1.04;9.28037;0;15;0;34.96428571;16.7729558;0.479716816;0;HOLA
SU9;9;SU;2007;0;249.5070038;S;2.01;26.42210007;0.36;14.29;0;28.16535433;14.38515757;0.51073945;0;HOLA
VC1;1;VC;2007;1;71;N;0.36;75;1.07;12.5;20.35714286;8.764705882;7.043255984;0.803592965;1;HOLA
VC2;2;VC;2007;1;187;S;1.86;43;5;10;30.71428571;7.052631579;7.166393304;1.016130394;1;HOLA
VC3;3;VC;2007;1;35;N;1.9;29;2.5;6.79;2.142857143;8.589473684;5.48982567;0.639134116;1;HOLA
VC4;4;VC;2007;0;158;S;0;26;0;34.29;0.357142857;18.67592593;15.82900963;0.847562241;0;HOLA
VC5;5;VC;2007;0;13;N;0.17;17;0;49.64;0;12.01492537;5.383736838;0.448087414;1;HOLA
VC6;6;VC;2007;0;348;N;0.86;24;0;47.86;0;14.29032258;6.626788894;0.463725634;0;HOLA
VC7;7;VC;2007;1;88;N;0.46;28;0;33.57;1.785714286;10.54098361;5.077971283;0.481736;0;HOLA
VC8;8;VC;2007;1;348;N;0.86;29;3.93;3.21;10.35714286;10.61607143;8.426946842;0.79379146;0;HOLA
VC9;9;VC;2007;1;99;S;1.89;25;0.71;3.21;5;7.166666667;4.806099411;0.670618522;1;HOLA
VC10;10;VC;2007;0;304;N;0.84;36;21.07;32.14;0.714285714;13.4893617;7.63937829;0.566326151;0;HOLA
MT1;1;MT;2007;0;145.7839966;S;0.03;37.79050064;0.36;19.64;0;23.43846154;12.46950006;0.532010176;0;WEME
MT2;2;MT;2007;0;250.4629974;S;1.35;41.11719894;0.71;16.43;4.285714286;19.87962963;11.43017616;0.574969271;0;WEME
MT3;3;MT;2007;0;261.8699951;S;2.06;35.3553009;3.21;17.86;0.714285714;24.32520325;12.22299361;0.502482692;0;WEME
MT4;4;MT;2007;1;190.3049927;S;0.31;27.95079994;0;4.64;4.642857143;15.11111111;9.535575655;0.631030742;0;WEME
MT5;5;MT;2007;1;273.6520081;N;1.83;58.86959839;0.71;3.21;6.785714286;21.18115942;10.39247026;0.490646902;0;WEME
MT6;6;MT;2007;1;278.9729919;N;0.95;48.08850098;1.79;3.57;5.357142857;9.932692308;6.956542528;0.70036827;0;WEME
MT7;7;MT;2007;1;284.743988;N;0.46;49.11719894;0.71;2.5;1.428571429;17.85950413;8.697035688;0.486969606;0;WEME
MT8;8;MT;2007;1;262.875;S;1.49;60.46689987;1.07;5;12.5;12.47058824;8.222358449;0.659340064;0;WEME
MT9;9;MT;2007;0;201.0379944;S;0.51;34.82099915;0;3.93;5.357142857;29.80898876;14.53903555;0.487739979;0;WEME
MT10;10;MT;2007;0;228.0130005;S;0.31;33.63410187;3.21;33.21;0;21.6122449;13.27320582;0.614152111;0;WEME
PR4;4;PR;2007;1;328;N;0.03;38;8.57;3.93;11.78571429;4.628571429;3.765485624;0.813530845;0;WEME
PR5;5;PR;2007;1;136;S;2.06;31;0.71;7.14;2.5;4.3;2.889490014;0.671974422;0;WEME
PR6;6;PR;2007;1;138;S;0.7;27;0.36;9.29;10.71428571;5.214285714;5.742075284;1.101219918;0;WEME
PR7;7;PR;2007;1;141;S;1.22;40;0;2.14;2.142857143;13.8203125;12.16192173;0.880003381;0;WEME
PR8;8;PR;2007;1;147;S;0.93;33;1.07;7.14;3.214285714;13.04132231;8.762987213;0.671940084;0;WEME
PR9;9;PR;2007;1;210;S;1.1;18;0;8.57;9.642857143;12.10891089;12.93978438;1.068616699;0;WEME
SU1;1;SU;2007;1;228.2299957;S;0.49;56.4815;3.57;8.93;5.714285714;11.73275862;8.116925696;0.691817326;0;WEME
SU2;2;SU;2007;1;296.4400024;N;0.01;25.5469;22.5;5.36;7.857142857;10.04098361;7.998344396;0.796569809;1;WEME
SU3;3;SU;2007;1;298.9339905;N;1.92;22.9953;12.14;10.71;3.214285714;10.53465347;7.334254368;0.696202717;0;WEME
SU4;4;SU;2007;1;62.1026001;N;1.21;30;8.21;11.79;5.714285714;10.39285714;7.488558411;0.720548576;0;WEME
SU5;5;SU;2007;1;117.6470032;S;1.98;2.96331;3.93;12.5;4.642857143;8.465909091;5.656750344;0.668179906;0;WEME
SU6;6;SU;2007;1;83.50640106;N;0.32;30.9485;13.57;7.14;0.714285714;13.95364238;8.74020423;0.62637439;1;WEME
SU7;7;SU;2007;0;167.2420044;S;2.02;13.5854;0;7.14;0;29.88888889;15.44778624;0.516840432;0;WEME
SU8;8;SU;2007;0;175.3650055;S;1.04;9.28037;0;15;0;34.96428571;16.7729558;0.479716816;0;WEME
SU9;9;SU;2007;0;249.5070038;S;2.01;26.42210007;0.36;14.29;0;28.16535433;14.38515757;0.51073945;0;WEME
VC1;1;VC;2007;1;71;N;0.36;75;1.07;12.5;20.35714286;8.764705882;7.043255984;0.803592965;0;WEME
VC2;2;VC;2007;1;187;S;1.86;43;5;10;30.71428571;7.052631579;7.166393304;1.016130394;1;WEME
VC3;3;VC;2007;1;35;N;1.9;29;2.5;6.79;2.142857143;8.589473684;5.48982567;0.639134116;1;WEME
VC4;4;VC;2007;0;158;S;0;26;0;34.29;0.357142857;18.67592593;15.82900963;0.847562241;1;WEME
VC5;5;VC;2007;0;13;N;0.17;17;0;49.64;0;12.01492537;5.383736838;0.448087414;0;WEME
VC6;6;VC;2007;0;348;N;0.86;24;0;47.86;0;14.29032258;6.626788894;0.463725634;0;WEME
VC7;7;VC;2007;1;88;N;0.46;28;0;33.57;1.785714286;10.54098361;5.077971283;0.481736;1;WEME
VC8;8;VC;2007;1;348;N;0.86;29;3.93;3.21;10.35714286;10.61607143;8.426946842;0.79379146;0;WEME
VC9;9;VC;2007;1;99;S;1.89;25;0.71;3.21;5;7.166666667;4.806099411;0.670618522;1;WEME
VC10;10;VC;2007;0;304;N;0.84;36;21.07;32.14;0.714285714;13.4893617;7.63937829;0.566326151;1;WEME
MT1;1;MT;2008;0;145.7839966;S;0.03;37.79050064;0.71;0.31;0.01;17.8;12.32;0.692134831;0;GRSP
MT2;2;MT;2008;0;250.4629974;S;1.35;41.11719894;1.43;0.28;0.05;14.17;9.75;0.688073394;0;GRSP
MT3;3;MT;2008;0;261.8699951;S;2.06;35.3553009;2.14;0.12;0.01;25.2;17.38;0.68968254;0;GRSP
MT4;4;MT;2008;1;190.3049927;S;0.31;27.95079994;1.07;0.11;0.08;6.37;5.62;0.882260597;0;GRSP
MT5;5;MT;2008;1;273.6520081;N;1.83;58.86959839;1.07;0.1;0.1;11.8;9.36;0.793220339;0;GRSP
MT6;6;MT;2008;1;278.9729919;N;0.95;48.08850098;1.07;0.11;0.19;3.06;3.39;1.107843137;0;GRSP
MT7;7;MT;2008;1;284.743988;N;0.46;49.11719894;0.71;0.11;0.05;7.82;6.66;0.851662404;0;GRSP
MT8;8;MT;2008;1;262.875;S;1.49;60.46689987;1.43;0.17;0.14;4.34;4.27;0.983870968;0;GRSP
MT9;9;MT;2008;0;201.0379944;S;0.51;34.82099915;0;0.16;0.05;22.42;16.27;0.725691347;0;GRSP
MT10;10;MT;2008;0;228.0130005;S;0.31;33.63410187;6.79;0.14;0;27.1;16.65;0.614391144;1;GRSP
PR4;4;PR;2008;1;328;N;0.03;38;10;0.08;0.15;1.91;1.82;0.952879581;0;GRSP
PR5;5;PR;2008;1;136;S;2.06;31;0.71;0.04;0.06;2.5;2.2;0.88;0;GRSP
PR6;6;PR;2008;1;138;S;0.7;27;0;0.06;0.11;2.7;3.53;1.307407407;0;GRSP
PR7;7;PR;2008;1;141;S;1.22;40;0;0.18;0.06;9.63;13.88;1.44132918;0;GRSP
PR8;8;PR;2008;1;147;S;0.93;33;1.07;0.09;0.05;11.83;11.78;0.995773457;0;GRSP
PR9;9;PR;2008;1;210;S;1.1;18;0;0.08;0.16;8.13;11.84;1.456334563;0;GRSP
SU1;1;SU;2008;1;228.2299957;S;0.49;56.4815;3.93;0.2;0.05;9.29;59.53;6.407965554;0;GRSP
SU2;2;SU;2008;1;296.4400024;N;0.01;25.5469;17.5;0.08;0.07;5.41;5.44;1.005545287;0;GRSP
SU3;3;SU;2008;1;298.9339905;N;1.92;22.9953;11.79;0.14;0.02;5.29;3.62;0.684310019;0;GRSP
SU4;4;SU;2008;1;62.1026001;N;1.21;30;8.57;0.13;0.22;5.92;59.66;10.0777027;0;GRSP
SU5;5;SU;2008;1;117.6470032;S;1.98;2.96331;5.71;0.09;0.13;3.39;3.47;1.02359882;0;GRSP
SU6;6;SU;2008;1;83.50640106;N;0.32;30.9485;20.36;0.08;0;12.91;59.49;4.608055771;0;GRSP
SU7;7;SU;2008;0;167.2420044;S;2.02;13.5854;0.36;0.04;0;27.8;15.75;0.566546763;0;GRSP
SU8;8;SU;2008;0;175.3650055;S;1.04;9.28037;0;0.1;0;35.28;19.07;0.54053288;0;GRSP
SU9;9;SU;2008;0;249.5070038;S;2.01;26.42210007;3.93;0.08;0;27.56;15.71;0.570029028;0;GRSP
VC1;1;VC;2008;1;71;N;0.36;75;1.43;0.1;0.21;4.49;4.66;1.037861915;0;GRSP
VC2;2;VC;2008;1;187;S;1.86;43;22.5;0.01;0.19;14.04;60.43;4.304131054;0;GRSP
VC3;3;VC;2008;1;35;N;1.9;29;10;0.06;0.04;6.33;4.82;0.761453397;0;GRSP
VC4;4;VC;2008;0;158;S;0;26;0;0.09;0.01;22.22;13.94;0.627362736;0;GRSP
VC5;5;VC;2008;0;13;N;0.17;17;0;0.03;0;21.47;10.54;0.490917559;0;GRSP
VC6;6;VC;2008;0;348;N;0.86;24;1.79;0.01;0;24.45;11.64;0.47607362;1;GRSP
VC7;7;VC;2008;1;88;N;0.46;28;0;0.1;0;7.96;6.16;0.773869347;1;GRSP
VC8;8;VC;2008;1;348;N;0.86;29;15;0.19;0.01;6.02;4.42;0.734219269;0;GRSP
VC9;9;VC;2008;1;99;S;1.89;25;1.43;0.05;0.04;6.73;5.11;0.759286776;0;GRSP
VC10;10;VC;2008;0;304;N;0.84;36;23.93;0.13;0;12.33;8.52;0.690997567;0;GRSP
VC15;15;VC;2008;0;185;S;0.97;27;18.21;0.06;0.02;18.01;11.69;0.649083842;0;GRSP
MT1;1;MT;2008;0;145.7839966;S;0.03;37.79050064;0.71;0.31;0.01;17.8;12.32;0.692134831;0;HOLA
MT2;2;MT;2008;0;250.4629974;S;1.35;41.11719894;1.43;0.28;0.05;14.17;9.75;0.688073394;0;HOLA
MT3;3;MT;2008;0;261.8699951;S;2.06;35.3553009;2.14;0.12;0.01;25.2;17.38;0.68968254;0;HOLA
MT4;4;MT;2008;1;190.3049927;S;0.31;27.95079994;1.07;0.11;0.08;6.37;5.62;0.882260597;1;HOLA
MT5;5;MT;2008;1;273.6520081;N;1.83;58.86959839;1.07;0.1;0.1;11.8;9.36;0.793220339;1;HOLA
MT6;6;MT;2008;1;278.9729919;N;0.95;48.08850098;1.07;0.11;0.19;3.06;3.39;1.107843137;1;HOLA
MT7;7;MT;2008;1;284.743988;N;0.46;49.11719894;0.71;0.11;0.05;7.82;6.66;0.851662404;1;HOLA
MT8;8;MT;2008;1;262.875;S;1.49;60.46689987;1.43;0.17;0.14;4.34;4.27;0.983870968;1;HOLA
MT9;9;MT;2008;0;201.0379944;S;0.51;34.82099915;0;0.16;0.05;22.42;16.27;0.725691347;0;HOLA
MT10;10;MT;2008;0;228.0130005;S;0.31;33.63410187;6.79;0.14;0;27.1;16.65;0.614391144;0;HOLA
PR4;4;PR;2008;1;328;N;0.03;38;10;0.08;0.15;1.91;1.82;0.952879581;1;HOLA
