Year,Experiment,Box,L,Sp,Outcome
2016,Exp5,5_4,27.4,Tr,eaten
2016,Exp5,5_5,27.3,Tr,eaten
2016,Exp5,5_5,24,Ed,eaten
2016,Exp5,5_5,30.1,Tr,eaten
2016,Exp5,5_6,24.9,Tr,eaten
2016,Exp5,5_6,25.2,Ed,eaten
2016,Exp5,5_9,27,Tr,eaten
2016,Exp5,5_9,29.5,Ed,eaten
2016,Exp5,5_8,22.5,Tr,eaten
2016,Exp5,5_8,21.9,Ed,eaten
2016,Exp5,5_8,24.6,Ed,eaten
2016,Exp5,5_10,24.2,Tr,eaten
2016,Exp5,5_10,24.7,Ed,eaten
2016,Exp5,5_12,24.3,Ed,eaten
2016,Exp5,5_12,22.9,Ed,eaten
2016,Exp5,5_12,21.9,Tr,eaten
2016,Exp5,5_12,23.8,Ed,eaten
2016,Exp5,5_12,24.1,Ed,eaten
